product_title	product_vendor	product_type	shipping_country	shipping_region	net_quantity	gross_sales	discounts	returns	net_sales	taxes	total_sales	State
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Alabama	4	1188.55	0	-214.19	974.36	0	974.36	AL
Liquid	Waterworks Lamson	Reels	United States	Alabama	9	967.21	-56	0	911.21	0	911.21	AL
Force SL Series II	Waterworks Lamson	Reels	United States	Alabama	1	629.99	0	0	629.99	0	629.99	AL
Remix	Waterworks Lamson	Reels	United States	Alabama	3	537.33	0	0	537.33	0	537.33	AL
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Alabama	2	455.62	0	0	455.62	0	455.62	AL
Guru S	Waterworks Lamson	Reels	United States	Alabama	1	359.99	0	0	359.99	0	359.99	AL
Radius	Waterworks Lamson	Rods	United States	Alabama	1	429.99	-171.99	0	258	0	258	AL
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Alabama	2	223.98	0	0	223.98	0	223.98	AL
Remix HD	Waterworks Lamson	Reels	United States	Alabama	1	185.63	0	0	185.63	0	185.63	AL
Guru S Spool	waterworks-lamson	Reels	United States	Alabama	1	179.99	0	0	179.99	0	179.99	AL
Speedster Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Alabama	1	112.79	0	0	112.79	0	112.79	AL
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Alabama	2	107.98	0	0	107.98	0	107.98	AL
Multi Reel Case	Waterworks Lamson	Accessories	United States	Alabama	3	59.97	0	0	59.97	0	59.97	AL
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Alabama	4	47.96	0	0	47.96	0	47.96	AL
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Alabama	2	39.98	0	0	39.98	0	39.98	AL
Logo Sticker	Waterworks Lamson	Accessories	United States	Alabama	3	2.97	0	0	2.97	0	2.97	AL
Liquid	Waterworks Lamson	Reels	United States	Alaska	11	1396.89	0	0	1396.89	5.76	1402.65	AK
Remix HD	Waterworks Lamson	Reels	United States	Alaska	5	1471.58	0	-249.99	1221.59	0	1221.59	AK
Remix	Waterworks Lamson	Reels	United States	Alaska	7	1200.29	0	0	1200.29	0	1200.29	AK
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Alaska	5	925.59	0	0	925.59	0	925.59	AK
Litespeed F	Waterworks Lamson	Reels	United States	Alaska	1	579.99	0	0	579.99	0	579.99	AK
Centerfire	Waterworks Lamson	Reels	United States	Alaska	1	579.99	0	0	579.99	0	579.99	AK
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Alaska	1	399.99	0	0	399.99	0	399.99	AK
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Alaska	1	339.99	0	0	339.99	0	339.99	AK
Litespeed G5 Blackout (Legacy)	Waterworks Lamson	Reels	United States	Alaska	1	314.99	0	0	314.99	0	314.99	AK
Guru S	Waterworks Lamson	Reels	United States	Alaska	1	299.99	0	0	299.99	0	299.99	AK
Guru S HD	Waterworks Lamson	Reels	United States	Alaska	1	419.99	-167.99	0	252	0	252	AK
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Alaska	1	242.75	0	0	242.75	0	242.75	AK
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Alaska	2	223.98	0	0	223.98	0	223.98	AK
Guru S Spool	waterworks-lamson	Reels	United States	Alaska	1	179.99	0	0	179.99	0	179.99	AK
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Alaska	12	167.88	0	0	167.88	0	167.88	AK
Liquid S	LAMSON	Reels	United States	Alaska	1	149.99	0	0	149.99	0	149.99	AK
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Alaska	1	103.99	0	0	103.99	0	103.99	AK
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Alaska	1	100.79	0	0	100.79	0	100.79	AK
Velocity Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Alaska	1	88	0	0	88	0	88	AK
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Alaska	1	79.99	0	0	79.99	0	79.99	AK
Multi Reel Case	Waterworks Lamson	Accessories	United States	Alaska	3	74.97	0	0	74.97	0	74.97	AK
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Alaska	2	39.98	0	0	39.98	0	39.98	AK
Fleet Trucker Hat - Gray	LAMSON	Apparel	United States	Alaska	1	29.99	0	0	29.99	0	29.99	AK
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Arizona	14	2716.93	0	-219.99	2496.94	0	2496.94	AZ
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Arizona	10	1978.1	0	0	1978.1	0	1978.1	AZ
Guru S	Waterworks Lamson	Reels	United States	Arizona	3	949.97	0	0	949.97	0	949.97	AZ
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Arizona	2	849.98	0	0	849.98	0	849.98	AZ
Centerfire	Waterworks Lamson	Reels	United States	Arizona	2	1059.98	-232	0	827.98	0	827.98	AZ
Speedster S	Waterworks Lamson	Reels	United States	Arizona	2	779.98	0	0	779.98	0	779.98	AZ
Force SL Series II	Waterworks Lamson	Reels	United States	Arizona	1	599.99	0	0	599.99	0	599.99	AZ
Velocity	Waterworks Lamson	Rods	United States	Arizona	1	449.99	0	0	449.99	0	449.99	AZ
Remix	Waterworks Lamson	Reels	United States	Arizona	3	425.97	0	0	425.97	0	425.97	AZ
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Arizona	6	303.94	0	0	303.94	0	303.94	AZ
Liquid	Waterworks Lamson	Reels	United States	Arizona	3	291.03	0	0	291.03	0	291.03	AZ
Cobalt	Waterworks Lamson	Rods	United States	Arizona	1	479.99	-191.99	0	288	0	288	AZ
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Arizona	22	266.78	0	0	266.78	0	266.78	AZ
Force SL Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Arizona	1	199.99	0	0	199.99	0	199.99	AZ
Guru S Spool	waterworks-lamson	Reels	United States	Arizona	1	159.99	0	0	159.99	0	159.99	AZ
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Arizona	1	153.99	0	0	153.99	0	153.99	AZ
Guru HD Spool (Legacy)	Waterworks Lamson	Reels	United States	Arizona	1	111.99	0	0	111.99	0	111.99	AZ
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Arizona	2	107.08	0	0	107.08	0	107.08	AZ
Velocity Nickel Spool (Legacy)	Waterworks Lamson	Reels	United States	Arizona	1	104	0	0	104	0	104	AZ
Multi Reel Case	Waterworks Lamson	Accessories	United States	Arizona	5	99.95	0	0	99.95	0	99.95	AZ
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Arizona	1	175.98	0	-87.99	87.99	0	87.99	AZ
Color Sleeves	Waterworks Lamson	Accessories	United States	Arizona	5	49.95	0	0	49.95	0	49.95	AZ
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Arizona	1	19.99	0	0	19.99	0	19.99	AZ
Mesh Reel Bag	Waterworks Lamson	Accessories	United States	Arizona	1	11.99	0	0	11.99	0	11.99	AZ
Fabric Bag	Waterworks Lamson	Accessories	United States	Arizona	3	11.97	0	0	11.97	0	11.97	AZ
Logo Sticker	Waterworks Lamson	Accessories	United States	Arizona	4	3.96	0	0	3.96	0	3.96	AZ
Round Sticker	LAMSON	Accessories	United States	Arizona	1	1.5	0	0	1.5	0	1.5	AZ
Mini Bumper Sticker	LAMSON	Accessories	United States	Arizona	1	1.5	0	0	1.5	0	1.5	AZ
Liquid	Waterworks Lamson	Reels	United States	Arkansas	14	1747.7	0	0	1747.7	0	1747.7	AR
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Arkansas	4	1209.67	0	-179.99	1029.68	0	1029.68	AR
Remix	Waterworks Lamson	Reels	United States	Arkansas	4	725.32	-25.7	0	699.62	0	699.62	AR
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Arkansas	4	679.26	0	0	679.26	0	679.26	AR
Cobalt	Waterworks Lamson	Rods	United States	Arkansas	1	429.99	0	0	429.99	0	429.99	AR
Radius	Waterworks Lamson	Rods	United States	Arkansas	1	429.99	0	0	429.99	0	429.99	AR
Speedster S Dark Smoke	Waterworks Lamson	Reels	United States	Arkansas	1	389.99	0	0	389.99	0	389.99	AR
Guru S	Waterworks Lamson	Reels	United States	Arkansas	1	339.99	0	0	339.99	0	339.99	AR
Guru S HD	Waterworks Lamson	Reels	United States	Arkansas	1	329.99	0	0	329.99	0	329.99	AR
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Arkansas	2	328.98	0	0	328.98	0	328.98	AR
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Arkansas	2	302.37	0	-100.79	201.58	0	201.58	AR
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Arkansas	2	101.98	0	0	101.98	0	101.98	AR
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Arkansas	4	79.96	0	0	79.96	0	79.96	AR
EVA Hard Case	waterworks-lamson		United States	Arkansas	2	60	0	0	60	0	60	AR
Radius Spool (Legacy)	Waterworks Lamson	Reels	United States	Arkansas	1	60	0	0	60	0	60	AR
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Arkansas	3	41.97	0	0	41.97	0	41.97	AR
Multi Reel Case	Waterworks Lamson	Accessories	United States	Arkansas	1	19.99	0	0	19.99	0	19.99	AR
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	California	39	9273.64	0	-214.19	9059.45	0	9059.45	CA
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	California	43	8019.38	0	-131.99	7887.39	0	7887.39	CA
Liquid	Waterworks Lamson	Reels	United States	California	70	8072.57	0	-273.93	7798.64	0	7798.64	CA
Remix	Waterworks Lamson	Reels	United States	California	23	4164.93	0	0	4164.93	0	4164.93	CA
Speedster S	Waterworks Lamson	Reels	United States	California	8	3279.92	0	0	3279.92	0	3279.92	CA
Guru S	Waterworks Lamson	Reels	United States	California	6	1799.94	0	0	1799.94	0	1799.94	CA
Cobalt	Waterworks Lamson	Rods	United States	California	4	1899.96	-187.99	0	1711.97	0	1711.97	CA
Remix HD	Waterworks Lamson	Reels	United States	California	8	1656.84	0	0	1656.84	0	1656.84	CA
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	California	4	1739.96	-179.99	0	1559.97	0	1559.97	CA
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	California	11	1231.89	0	0	1231.89	0	1231.89	CA
ULA Force	waterworks-lamson	Reels	United States	California	2	1219.98	0	0	1219.98	0	1219.98	CA
Speedster S Spool	Waterworks Lamson	Reels	United States	California	6	1729.92	-84	-449.98	1195.94	0	1195.94	CA
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	California	22	1353.22	0	-176.48	1176.74	0	1176.74	CA
Guru S Spool	waterworks-lamson	Reels	United States	California	6	1159.93	0	-179.99	979.94	0	979.94	CA
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	California	66	860.34	0	0	860.34	0	860.34	CA
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	California	16	815.84	0	0	815.84	0	815.84	CA
Litespeed Series IV Spool (Legacy)	Waterworks Lamson	Reels	United States	California	6	927.93	0	-143.99	783.94	0	783.94	CA
Guru S HD	Waterworks Lamson	Reels	United States	California	2	729.98	0	0	729.98	0	729.98	CA
Purist	Waterworks Lamson	Rods	United States	California	2	1329.97	-171.99	-449.99	707.99	0	707.99	CA
Litespeed M	Waterworks Lamson	Reels	United States	California	1	699.99	0	0	699.99	0	699.99	CA
ULA Purist	waterworks-lamson	Reels	United States	California	2	839.98	-209.99	0	629.99	0	629.99	CA
Cobalt Spool	Waterworks Lamson	Reels	United States	California	2	629.98	0	0	629.98	0	629.98	CA
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	California	11	615.89	0	0	615.89	0	615.89	CA
Speedster Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	California	5	587.95	0	0	587.95	0	587.95	CA
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	California	28	559.72	0	0	559.72	0	559.72	CA
Litespeed F	Waterworks Lamson	Reels	United States	California	1	539.99	0	0	539.99	0	539.99	CA
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	California	5	489.95	0	0	489.95	0	489.95	CA
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	California	3	482.97	0	0	482.97	0	482.97	CA
Speedster S HD	Waterworks Lamson	Reels	United States	California	1	479.99	0	0	479.99	0	479.99	CA
Remix S	LAMSON	Reels	United States	California	2	479.98	0	0	479.98	0	479.98	CA
Velocity	Waterworks Lamson	Rods	United States	California	1	469.99	0	0	469.99	0	469.99	CA
Multi Reel Case	Waterworks Lamson	Accessories	United States	California	21	469.79	0	0	469.79	0	469.79	CA
Radius	Waterworks Lamson	Rods	United States	California	1	429.99	0	0	429.99	0	429.99	CA
Litespeed M Spool	Waterworks Lamson	Reels	United States	California	1	349.99	0	0	349.99	0	349.99	CA
Velocity Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	California	3	332	0	0	332	0	332	CA
Litespeed G5 Blackout (Legacy)	Waterworks Lamson	Reels	United States	California	1	314.99	0	0	314.99	0	314.99	CA
Speedster Spool (Legacy)	Waterworks Lamson	Reels	United States	California	2	410.37	0	-136.79	273.58	0	273.58	CA
Litespeed Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	California	2	271.98	0	0	271.98	0	271.98	CA
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	California	2	455.95	0	-255.97	199.98	0	199.98	CA
Liquid S	LAMSON	Reels	United States	California	1	159.99	0	0	159.99	0	159.99	CA
Litespeed G5 Bronze Spool (Legacy)	Waterworks Lamson	Reels	United States	California	1	127.99	0	0	127.99	0	127.99	CA
Guru Series II Black Spool (Legacy)	waterworks-lamson	Reels	United States	California	1	103.99	0	0	103.99	0	103.99	CA
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	California	1	100.79	0	0	100.79	0	100.79	CA
Stripper Glove	Waterworks Lamson	Accessories	United States	California	9	89.91	0	0	89.91	0	89.91	CA
Men's Short Sleeve Shirt	Waterworks Lamson	Accessories	United States	California	2	59.98	0	0	59.98	0	59.98	CA
Fabric Bag	Waterworks Lamson	Accessories	United States	California	12	48.88	0	0	48.88	0	48.88	CA
Mesh Reel Bag	Waterworks Lamson	Accessories	United States	California	4	47.96	0	0	47.96	0	47.96	CA
Color Sleeves	Waterworks Lamson	Accessories	United States	California	4	39.96	0	0	39.96	0	39.96	CA
EVA Hard Case	waterworks-lamson		United States	California	1	30	0	0	30	0	30	CA
Fly Rod Sock 4 Piece Rod	Waterworks Lamson	Accessories	United States	California	1	15.99	0	0	15.99	0	15.99	CA
Logo Sticker	Waterworks Lamson	Accessories	United States	California	16	15.84	0	0	15.84	0	15.84	CA
Force Spool (Legacy)	Waterworks Lamson	Reels	United States	California	0	151.2	0	-151.2	0	0	0	CA
Liquid	Waterworks Lamson	Reels	United States	Colorado	52	6882.64	-292.16	-471.06	6119.42	3.33	6122.75	CO
Remix	Waterworks Lamson	Reels	United States	Colorado	34	6237.51	-401.87	-137.99	5697.65	0	5697.65	CO
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Colorado	25	5756.95	-119.99	0	5636.96	0	5636.96	CO
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Colorado	31	5828.78	-87.99	-137.99	5602.8	0	5602.8	CO
Guru S	Waterworks Lamson	Reels	United States	Colorado	11	3999.87	-599.96	-699.98	2699.93	0	2699.93	CO
Litespeed M	Waterworks Lamson	Reels	United States	Colorado	5	3749.95	-1207.98	0	2541.97	0	2541.97	CO
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Colorado	8	3389.92	-989.97	0	2399.95	0	2399.95	CO
Cobalt	Waterworks Lamson	Rods	United States	Colorado	6	2799.94	-567.99	0	2231.95	0	2231.95	CO
Velocity	Waterworks Lamson	Rods	United States	Colorado	6	2619.94	-687.97	0	1931.97	0	1931.97	CO
Litespeed F	Waterworks Lamson	Reels	United States	Colorado	3	1659.97	-216	0	1443.97	0	1443.97	CO
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Colorado	23	1345.86	0	-59.99	1285.87	0	1285.87	CO
ULA Purist	waterworks-lamson	Reels	United States	Colorado	3	1219.97	0	0	1219.97	0	1219.97	CO
Remix HD	Waterworks Lamson	Reels	United States	Colorado	6	1203.22	0	0	1203.22	0	1203.22	CO
Speedster S	Waterworks Lamson	Reels	United States	Colorado	2	919.98	0	0	919.98	0	919.98	CO
Guru S HD	Waterworks Lamson	Reels	United States	Colorado	3	989.97	-131.99	0	857.98	0	857.98	CO
Radius	Waterworks Lamson	Rods	United States	Colorado	2	859.98	-171.99	0	687.99	0	687.99	CO
Force SL Series II	Waterworks Lamson	Reels	United States	Colorado	1	619.99	0	0	619.99	0	619.99	CO
Liquid S	LAMSON	Reels	United States	Colorado	4	609.96	0	0	609.96	0	609.96	CO
Litespeed F Spool	Waterworks Lamson	Reels	United States	Colorado	2	599.98	0	0	599.98	0	599.98	CO
Liquid Max	LAMSON	Reels	United States	Colorado	2	599.98	0	0	599.98	0	599.98	CO
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Colorado	11	551.89	0	0	551.89	0	551.89	CO
Center Axis Freshwater Spool (Legacy)	waterworks-lamson	Reels	United States	Colorado	4	511.96	0	0	511.96	0	511.96	CO
Centerfire	Waterworks Lamson	Reels	United States	Colorado	1	479.99	0	0	479.99	0	479.99	CO
Purist	Waterworks Lamson	Rods	United States	Colorado	1	429.99	0	0	429.99	0	429.99	CO
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Colorado	33	425.67	0	0	425.67	0	425.67	CO
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Colorado	1	359.99	0	0	359.99	0	359.99	CO
Guru S Spool	waterworks-lamson	Reels	United States	Colorado	2	349.98	0	0	349.98	0	349.98	CO
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Colorado	3	300.97	0	0	300.97	0	300.97	CO
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Colorado	15	299.85	0	0	299.85	0	299.85	CO
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Colorado	3	359.96	0	-76.99	282.97	0	282.97	CO
Speedster S HD	Waterworks Lamson	Reels	United States	Colorado	1	459.99	-184	0	275.99	0	275.99	CO
Litespeed Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Colorado	2	263.98	0	0	263.98	0	263.98	CO
Guru	LAMSON	Rods	United States	Colorado	1	249.99	0	0	249.99	0	249.99	CO
Multi Reel Case	Waterworks Lamson	Accessories	United States	Colorado	9	194.91	0	0	194.91	0	194.91	CO
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Colorado	2	191.98	0	0	191.98	0	191.98	CO
Velocity Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Colorado	1	112	0	0	112	0	112	CO
Guru Series II Black Spool (Legacy)	waterworks-lamson	Reels	United States	Colorado	1	103.99	0	0	103.99	0	103.99	CO
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Colorado	2	103.98	0	0	103.98	0	103.98	CO
Velocity Alox Spool (Legacy)	Waterworks Lamson	Reels	United States	Colorado	1	84	0	0	84	0	84	CO
Flat Bill Rope Cap - Seafoam With Red Rope	LAMSON	Apparel	United States	Colorado	2	69.98	0	0	69.98	0	69.98	CO
Fabric Bag	Waterworks Lamson	Accessories	United States	Colorado	7	64.87	0	-29.94	34.93	0	34.93	CO
Fleet Trucker Hat - Midnight	LAMSON	Apparel	United States	Colorado	1	29.99	0	0	29.99	0	29.99	CO
Men's Short Sleeve Shirt	Waterworks Lamson	Accessories	United States	Colorado	1	29.99	0	0	29.99	0	29.99	CO
Color Sleeves	Waterworks Lamson	Accessories	United States	Colorado	3	39.96	0	-9.99	29.97	0	29.97	CO
Flat Bill Rope Cap - Tan With Black Rope	LAMSON	Apparel	United States	Colorado	1	34.99	-13.99	0	21	0	21	CO
Fly Rod Sock 4 Piece Rod	Waterworks Lamson	Accessories	United States	Colorado	1	19.99	0	0	19.99	0	19.99	CO
Beach Comber T-Shirt - Light Yellow	LAMSON	Apparel	United States	Colorado	1	29.99	-11.99	0	18	0	18	CO
Logo Die Cut Decal - 12"	Waterworks Lamson	Accessories	United States	Colorado	2	9.98	0	0	9.98	0	9.98	CO
Assorted Logo Decal Sheet	LAMSON	Accessories	United States	Colorado	1	5	0	0	5	0	5	CO
Horizontal Logo Black Die Cut Sticker	LAMSON	Accessories	United States	Colorado	1	5	0	0	5	0	5	CO
Logo Sticker	Waterworks Lamson	Accessories	United States	Colorado	5	4.95	0	0	4.95	0	4.95	CO
Mini Bumper Sticker	LAMSON	Accessories	United States	Colorado	2	3	0	0	3	0	3	CO
Litespeed G5 Blackout (Legacy)	Waterworks Lamson	Reels	United States	Colorado	0	314.99	0	-314.99	0	0	0	CO
Liquid	Waterworks Lamson	Reels	United States	Connecticut	14	1689.24	0	0	1689.24	0	1689.24	CT
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Connecticut	5	877.95	0	0	877.95	0	877.95	CT
Guru S	Waterworks Lamson	Reels	United States	Connecticut	2	659.98	0	0	659.98	0	659.98	CT
Force SL Series II	Waterworks Lamson	Reels	United States	Connecticut	1	599.99	0	0	599.99	0	599.99	CT
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Connecticut	2	589.88	0	0	589.88	0	589.88	CT
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Connecticut	1	489.99	0	0	489.99	0	489.99	CT
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Connecticut	2	479.98	0	0	479.98	0	479.98	CT
Litespeed M Spool	Waterworks Lamson	Reels	United States	Connecticut	1	364.99	0	0	364.99	0	364.99	CT
Guru S Spool	waterworks-lamson	Reels	United States	Connecticut	2	329.98	0	0	329.98	0	329.98	CT
Remix HD	Waterworks Lamson	Reels	United States	Connecticut	1	227.99	0	0	227.99	0	227.99	CT
Arx Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Connecticut	1	160.79	0	0	160.79	0	160.79	CT
Liquid S	LAMSON	Reels	United States	Connecticut	1	159.99	0	0	159.99	0	159.99	CT
Litespeed Series IV Spool (Legacy)	Waterworks Lamson	Reels	United States	Connecticut	1	156.79	0	0	156.79	0	156.79	CT
Remix	Waterworks Lamson	Reels	United States	Connecticut	1	143.99	0	0	143.99	0	143.99	CT
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Connecticut	2	139.98	0	0	139.98	0	139.98	CT
Litespeed Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Connecticut	1	135.99	0	0	135.99	0	135.99	CT
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Connecticut	1	111.99	0	0	111.99	0	111.99	CT
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Connecticut	1	95.99	0	0	95.99	0	95.99	CT
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Connecticut	3	59.97	0	0	59.97	0	59.97	CT
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Connecticut	1	47.99	0	0	47.99	0	47.99	CT
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Connecticut	3	38.97	0	0	38.97	0	38.97	CT
Fleet Trucker Hat - Birch	LAMSON	Apparel	United States	Connecticut	1	29.99	0	0	29.99	0	29.99	CT
Multi Reel Case	Waterworks Lamson	Accessories	United States	Connecticut	1	19.99	0	0	19.99	0	19.99	CT
Fly Rod Sock 4 Piece Rod	Waterworks Lamson	Accessories	United States	Connecticut	1	15.99	0	0	15.99	0	15.99	CT
Color Sleeves	Waterworks Lamson	Accessories	United States	Connecticut	1	9.99	0	0	9.99	0	9.99	CT
Logo Sticker	Waterworks Lamson	Accessories	United States	Connecticut	1	0.99	0	0	0.99	0	0.99	CT
Speedster S	Waterworks Lamson	Reels	United States	Delaware	1	389.99	0	0	389.99	0	389.99	DE
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Delaware	1	157.07	0	0	157.07	0	157.07	DE
Liquid	Waterworks Lamson	Reels	United States	Delaware	1	139.99	0	0	139.99	0	139.99	DE
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Delaware	2	23.98	0	0	23.98	0	23.98	DE
Stripper Glove	Waterworks Lamson	Accessories	United States	Delaware	2	19.98	0	0	19.98	0	19.98	DE
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Florida	24	4504.67	0	-249.99	4254.68	0	4254.68	FL
Cobalt	Waterworks Lamson	Rods	United States	Florida	5	2779.94	0	-429.99	2349.95	0	2349.95	FL
Liquid	Waterworks Lamson	Reels	United States	Florida	16	2483.16	0	-492.68	1990.48	0	1990.48	FL
Litespeed M	Waterworks Lamson	Reels	United States	Florida	2	1529.98	0	0	1529.98	0	1529.98	FL
Remix	Waterworks Lamson	Reels	United States	Florida	8	1609.91	0	-155.99	1453.92	0	1453.92	FL
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Florida	6	1370.9	0	0	1370.9	0	1370.9	FL
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Florida	3	1339.97	0	0	1339.97	0	1339.97	FL
Centerfire HD	waterworks-lamson	Reels	United States	Florida	2	1119.98	-76.49	0	1043.49	0	1043.49	FL
Guru S	Waterworks Lamson	Reels	United States	Florida	3	1009.97	0	0	1009.97	0	1009.97	FL
Speedster S Dark Smoke	Waterworks Lamson	Reels	United States	Florida	2	919.98	0	0	919.98	0	919.98	FL
Speedster S	Waterworks Lamson	Reels	United States	Florida	2	869.98	-162.25	0	707.73	0	707.73	FL
Litespeed G5 Blackout (Legacy)	Waterworks Lamson	Reels	United States	Florida	2	629.98	0	0	629.98	0	629.98	FL
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Florida	2	604.16	0	0	604.16	0	604.16	FL
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Florida	5	559.95	0	0	559.95	0	559.95	FL
Litespeed F	Waterworks Lamson	Reels	United States	Florida	1	539.99	0	0	539.99	0	539.99	FL
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Florida	10	519.9	0	0	519.9	0	519.9	FL
Guru	LAMSON	Rods	United States	Florida	2	499.98	0	0	499.98	0	499.98	FL
Remix HD	Waterworks Lamson	Reels	United States	Florida	2	455.62	0	0	455.62	0	455.62	FL
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Florida	32	440.68	0	0	440.68	0	440.68	FL
Velocity	Waterworks Lamson	Rods	United States	Florida	1	429.99	0	0	429.99	0	429.99	FL
Litespeed Series IV Spool (Legacy)	Waterworks Lamson	Reels	United States	Florida	3	585.56	0	-156.79	428.77	0	428.77	FL
Speedster S Spool	Waterworks Lamson	Reels	United States	Florida	2	439.98	-77.74	0	362.24	0	362.24	FL
